Method Strike Volatility
Reference 0.020099999999999996 0.14453786451762632
Reference 0.030099999999999995 0.13123186219190405
Reference 0.0351 0.1281382953377047
Reference 0.037599999999999995 0.1270578380297279
Reference 0.0401 0.12620000000000026
Reference 0.0426 0.1255177315120666
Reference 0.045099999999999994 0.12497477507276837
Reference 0.0501 0.12420055931016441
Reference 0.0601 0.12342899996977669
Parabola-3 0.020099999999999996 0.1424885116990767
Parabola-3 0.020499999999999997 0.14180723645769797
Parabola-3 0.020899999999999995 0.14115148003419864
Parabola-3 0.021299999999999996 0.14052004281560482
Parabola-3 0.021699999999999997 0.13991180070505088
Parabola-3 0.022099999999999998 0.13932569913935203
Parabola-3 0.022499999999999996 0.13876074767624283
Parabola-3 0.022899999999999997 0.13821601508815515
Parabola-3 0.023299999999999998 0.1376906249073603
Parabola-3 0.0237 0.13718375137413158
Parabola-3 0.024099999999999996 0.13669461574547254
Parabola-3 0.024499999999999997 0.13622248292704187
Parabola-3 0.0249 0.13576665839531235
Parabola-3 0.025299999999999996 0.1353264853808254
Parabola-3 0.025699999999999997 0.13490134228673392
Parabola-3 0.026099999999999998 0.13449064031972732
Parabola-3 0.026499999999999996 0.13409382131297312
Parabola-3 0.026899999999999997 0.13371035572293297
Parabola-3 0.027299999999999998 0.13333974078386157
Parabola-3 0.027699999999999995 0.13298149880551688
Parabola-3 0.0281 0.13263517560112045
Parabola-3 0.028499999999999998 0.13230033903394536
Parabola-3 0.028899999999999995 0.1319765776720895
Parabola-3 0.0293 0.13166349954204062
Parabola-3 0.029699999999999997 0.13136073097256853
Parabola-3 0.0301 0.131067915521307
Parabola-3 0.0305 0.13078471297712424
Parabola-3 0.030899999999999997 0.13051079843203683
Parabola-3 0.031299999999999994 0.13024586141701017
Parabola-3 0.0317 0.12998960509651195
Parabola-3 0.0321 0.1297417455171566
Parabola-3 0.0325 0.12950201090620014
Parabola-3 0.0329 0.12927014101602433
Parabola-3 0.033299999999999996 0.12904588651109036
Parabola-3 0.0337 0.1288290083941496
Parabola-3 0.0341 0.1286192774687758
Parabola-3 0.0345 0.12841647383553456
